home_h1_count,home_h1_total_persistence,home_h1_mean_persistence,home_h1_max_persistence,home_clusters,away_h1_count,away_h1_total_persistence,away_h1_mean_persistence,away_h1_max_persistence,away_clusters,d_bottleneck_AB,d_landscape_l2_AB,match_id,frame_idx
1,1.2305583953857422,1.2305583953857422,1.2305583953857422,8,1,1.9940547943115234,1.9940547943115234,1.9940547943115234,6,0.9970273971557617,5.317415337343696,2015213,3
0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,3,0.0,0.0,2015213,4
1,2.6032943725585938,2.6032943725585938,2.6032943725585938,5,0,0.0,0.0,0.0,5,1.3016471862792969,3.505992054904992,2015213,5
1,3.3388099670410156,3.3388099670410156,3.3388099670410156,6,1,3.1053466796875,3.1053466796875,3.1053466796875,10,1.6694049835205078,10.095725122147298,2015213,6
0,0.0,0.0,0.0,3,1,5.632226943969727,5.632226943969727,5.632226943969727,6,2.8161134719848633,10.562835951719276,2015213,7
0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,3,0.0,0.0,2015213,8
1,11.732156753540039,11.732156753540039,11.732156753540039,8,0,0.0,0.0,0.0,3,5.8660783767700195,28.155555014111513,2015213,9
1,5.57426643371582,5.57426643371582,5.57426643371582,7,1,7.202766418457031,7.202766418457031,7.202766418457031,6,3.064870834350586,23.30845603510435,2015213,10
1,0.6190814971923828,0.6190814971923828,0.6190814971923828,6,0,0.0,0.0,0.0,2,0.3095407485961914,0.4099303993470455,2015213,11
0,0.0,0.0,0.0,8,0,0.0,0.0,0.0,3,0.0,0.0,2015213,12
1,3.1380443572998047,3.1380443572998047,3.1380443572998047,5,1,0.9415607452392578,0.9415607452392578,0.9415607452392578,8,1.5690221786499023,10.059468596734142,2015213,13
0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,4,0.0,0.0,2015213,14
0,0.0,0.0,0.0,4,0,0.0,0.0,0.0,3,0.0,0.0,2015213,15
2,12.496875762939453,6.248437881469727,7.235578536987305,9,1,13.439064025878906,13.439064025878906,13.439064025878906,7,4.018598556518555,33.54231387209342,2015213,16
2,11.224437713623047,5.612218856811523,8.614713668823242,10,2,1.5736408233642578,0.7868204116821289,1.1368656158447266,10,4.30735683441162,29.180470617568744,2015213,17
0,0.0,0.0,0.0,6,1,4.94249153137207,4.94249153137207,4.94249153137207,7,2.471245765686035,8.1230501605521,2015213,18
0,0.0,0.0,0.0,7,4,9.689311981201172,2.422327995300293,4.608766555786133,10,2.304383277893066,8.669712771688484,2015213,19
1,4.46485710144043,4.46485710144043,4.46485710144043,5,0,0.0,0.0,0.0,5,2.232428550720215,6.7365784795788874,2015213,20
1,5.883308410644531,5.883308410644531,5.883308410644531,6,0,0.0,0.0,0.0,7,2.9416542053222656,10.412082550447808,2015213,21
1,5.236167907714844,5.236167907714844,5.236167907714844,9,0,0.0,0.0,0.0,4,2.618083953857422,8.460578570042905,2015213,22
1,3.181793212890625,3.181793212890625,3.181793212890625,6,1,3.2830162048339844,3.2830162048339844,3.2830162048339844,7,1.6415081024169922,13.0685361860034,2015213,23
1,0.3262615203857422,0.3262615203857422,0.3262615203857422,8,2,14.771350860595703,7.385675430297852,10.216726303100586,10,5.108363151550292,42.61825626860237,2015213,24
0,0.0,0.0,0.0,5,0,0.0,0.0,0.0,5,0.0,0.0,2015213,25
1,8.330795288085938,8.330795288085938,8.330795288085938,6,0,0.0,0.0,0.0,4,4.165397644042969,16.36114333611723,2015213,26
