sample_idx,level,cutoff_m,birth,death,p
116,individual,2.75,19.006591796875,19.80426788330078,0.7976760864257812
116,individual,2.75,15.249616622924805,17.641183853149414,2.3915672302246094
116,individual,2.75,13.13016128540039,15.661066055297852,2.530904769897461
116,individual,2.75,12.015360832214355,15.582955360412598,3.567594528198242
117,individual,2.75,13.349699974060059,15.119848251342773,1.7701482772827148
117,individual,2.75,11.11466121673584,11.380619049072266,0.2659578323364258
117,individual,2.75,10.641752243041992,14.625255584716797,3.9835033416748047
118,individual,2.75,15.456002235412598,16.382631301879883,0.9266290664672852
118,individual,2.75,13.259077072143555,13.495471000671387,0.23639392852783203
118,individual,2.75,12.284433364868164,12.52469539642334,0.24026203155517578
118,individual,2.75,10.800115585327148,12.146439552307129,1.3463239669799805
119,individual,2.75,13.686756134033203,14.41992473602295,0.7331686019897461
119,individual,2.75,12.201972007751465,13.317585945129395,1.1156139373779297
119,individual,2.75,12.186177253723145,16.423948287963867,4.237771034240723
119,individual,2.75,9.07929515838623,9.58133602142334,0.5020408630371094
120,individual,2.75,7.89362096786499,9.418322563171387,1.5247015953063965
121,individual,2.75,18.54417610168457,18.801523208618164,0.25734710693359375
121,individual,2.75,7.1532511711120605,7.6761579513549805,0.5229067802429199
122,individual,2.75,15.670367240905762,16.932586669921875,1.2622194290161133
122,individual,2.75,12.740180969238281,14.634469985961914,1.8942890167236328
122,individual,2.75,11.05771255493164,14.643783569335938,3.586071014404297
122,individual,2.75,10.266403198242188,11.198162078857422,0.9317588806152344
123,individual,2.75,16.180185317993164,17.194889068603516,1.0147037506103516
124,individual,2.75,17.758947372436523,21.73573112487793,3.9767837524414062
124,individual,2.75,14.071606636047363,15.413711547851562,1.3421049118041992
125,individual,2.75,22.005664825439453,24.63492774963379,2.629262924194336
125,individual,2.75,12.662856101989746,15.58186149597168,2.9190053939819336
126,individual,2.75,19.654069900512695,21.973604202270508,2.3195343017578125
126,individual,2.75,15.688406944274902,16.788856506347656,1.100449562072754
126,individual,2.75,14.141711235046387,14.465497970581055,0.32378673553466797
127,individual,2.75,16.912317276000977,18.979637145996094,2.067319869995117
127,individual,2.75,15.148927688598633,18.570697784423828,3.4217700958251953
127,individual,2.75,10.254765510559082,11.674481391906738,1.4197158813476562
128,individual,2.75,13.410191535949707,14.44954776763916,1.0393562316894531
128,individual,2.75,13.353845596313477,16.825733184814453,3.4718875885009766
128,individual,2.75,13.035719871520996,15.72371768951416,2.687997817993164
128,individual,2.75,9.130038261413574,11.52890682220459,2.3988685607910156
129,individual,2.75,17.946643829345703,24.594478607177734,6.647834777832031
129,individual,2.75,6.410280704498291,6.705356121063232,0.2950754165649414
130,individual,2.75,15.483348846435547,19.17520523071289,3.6918563842773438
130,individual,2.75,13.582341194152832,16.065868377685547,2.483527183532715
130,individual,2.75,8.11113452911377,9.68636703491211,1.5752325057983398
131,individual,2.75,16.47318458557129,18.264196395874023,1.7910118103027344
131,individual,2.75,14.345497131347656,16.790267944335938,2.4447708129882812
