cutoff,epoch,win_idx,n_clusters,ch_score,sil_score,info_content,h0_in_individual,h0_in_tactical,h0_in_team
0.5,1min,0,22,0.0,0.0,4.459431618605558,True,False,False
0.798,1min,0,22,0.0,0.0,4.459431618605558,True,False,False
1.096,1min,0,22,0.0,0.0,4.459431618605558,True,False,False
1.3939,1min,0,22,0.0,0.0,4.459431618605558,True,False,False
1.6919,1min,0,22,0.0,0.0,4.459431618605558,True,False,False
1.9899,1min,0,22,0.0,0.0,4.459431618605558,True,False,False
2.2879,1min,0,21,133.56711540273193,0.05352907540225162,4.368522527697911,True,False,False
2.5859,1min,0,21,133.56711540273193,0.05352907540225162,4.368522527697911,True,False,False
2.8838,1min,0,21,133.56711540273193,0.05352907540225162,4.368522527697911,True,False,False
3.1818,1min,0,21,133.56711540273193,0.05352907540225162,4.368522527697911,True,False,False
3.4798,1min,0,21,133.56711540273193,0.05352907540225162,4.368522527697911,True,False,False
3.7778,1min,0,20,73.45544321582133,0.10362574500329225,4.277613436790262,True,False,False
4.0758,1min,0,19,61.4440335491354,0.14067458972336822,4.186704345882614,True,False,False
4.3737,1min,0,19,61.4440335491354,0.14067458972336822,4.186704345882614,True,False,False
4.6717,1min,0,16,34.75622925526841,0.16498938326652962,3.879664004879511,True,False,False
4.9697,1min,0,14,34.86492649184201,0.1697352701047857,3.6635327547840575,False,False,False
5.2677,1min,0,11,20.35303322913992,0.13211062175972033,3.1403611636826154,False,True,False
5.5657,1min,0,9,13.187491669811253,0.07433373768572374,2.6793743705002147,False,True,False
5.8636,1min,0,7,12.47059568392934,0.11548330848831366,1.8547512136814506,False,True,False
6.1616,1min,0,6,10.208469670339602,0.08526862535835289,1.4594316186286413,False,True,False
6.4596,1min,0,5,10.521839255423068,0.21957220189270069,1.2100285140275489,False,True,False
6.7576,1min,0,5,10.521839255423068,0.21957220189270069,1.2100285140275489,False,True,False
7.0556,1min,0,4,14.30415924317895,0.29569034543422085,1.0848063548397429,False,True,False
7.3535,1min,0,4,14.30415924317895,0.29569034543422085,1.0848063548397429,False,True,False
7.6515,1min,0,4,14.30415924317895,0.29569034543422085,1.0848063548397429,False,True,False
7.9495,1min,0,4,14.30415924317895,0.29569034543422085,1.0848063548397429,False,True,False
8.2475,1min,0,4,14.30415924317895,0.29569034543422085,1.0848063548397429,False,True,False
8.5455,1min,0,3,12.273279821394137,0.43154673884787526,0.5304060778262762,False,True,True
8.8434,1min,0,3,12.273279821394137,0.43154673884787526,0.5304060778262762,False,True,True
9.1414,1min,0,3,12.273279821394137,0.43154673884787526,0.5304060778262762,False,True,True
9.4394,1min,0,3,12.273279821394137,0.43154673884787526,0.5304060778262762,False,True,True
9.7374,1min,0,3,12.273279821394137,0.43154673884787526,0.5304060778262762,False,True,True
10.0354,1min,0,3,12.273279821394137,0.43154673884787526,0.5304060778262762,False,True,True
10.3333,1min,0,3,12.273279821394137,0.43154673884787526,0.5304060778262762,False,True,True
10.6313,1min,0,3,12.273279821394137,0.43154673884787526,0.5304060778262762,False,True,True
10.9293,1min,0,3,12.273279821394137,0.43154673884787526,0.5304060778262762,False,True,True
11.2273,1min,0,3,12.273279821394137,0.43154673884787526,0.5304060778262762,False,True,True
11.5253,1min,0,3,12.273279821394137,0.43154673884787526,0.5304060778262762,False,True,True
11.8232,1min,0,3,12.273279821394137,0.43154673884787526,0.5304060778262762,False,True,True
12.1212,1min,0,3,12.273279821394137,0.43154673884787526,0.5304060778262762,False,True,True
12.4192,1min,0,3,12.273279821394137,0.43154673884787526,0.5304060778262762,False,True,True
12.7172,1min,0,3,12.273279821394137,0.43154673884787526,0.5304060778262762,False,True,True
13.0152,1min,0,3,12.273279821394137,0.43154673884787526,0.5304060778262762,False,True,True
13.3131,1min,0,3,12.273279821394137,0.43154673884787526,0.5304060778262762,False,True,True
13.6111,1min,0,3,12.273279821394137,0.43154673884787526,0.5304060778262762,False,True,True
13.9091,1min,0,3,12.273279821394137,0.43154673884787526,0.5304060778262762,False,True,True
14.2071,1min,0,3,12.273279821394137,0.43154673884787526,0.5304060778262762,False,True,True
14.5051,1min,0,3,12.273279821394137,0.43154673884787526,0.5304060778262762,False,True,True
14.803,1min,0,3,12.273279821394137,0.43154673884787526,0.5304060778262762,False,True,True
15.101,1min,0,3,12.273279821394137,0.43154673884787526,0.5304060778262762,False,True,True
15.399,1min,0,3,12.273279821394137,0.43154673884787526,0.5304060778262762,False,True,True
15.697,1min,0,3,12.273279821394137,0.43154673884787526,0.5304060778262762,False,True,True
15.9949,1min,0,3,12.273279821394137,0.43154673884787526,0.5304060778262762,False,True,True
16.2929,1min,0,3,12.273279821394137,0.43154673884787526,0.5304060778262762,False,True,True
16.5909,1min,0,3,12.273279821394137,0.43154673884787526,0.5304060778262762,False,True,True
16.8889,1min,0,3,12.273279821394137,0.43154673884787526,0.5304060778262762,False,True,True
17.1869,1min,0,3,12.273279821394137,0.43154673884787526,0.5304060778262762,False,True,True
17.4848,1min,0,3,12.273279821394137,0.43154673884787526,0.5304060778262762,False,True,True
17.7828,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
18.0808,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
18.3788,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
18.6768,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
18.9747,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
19.2727,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
19.5707,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
19.8687,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
20.1667,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
20.4646,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
20.7626,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
21.0606,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
21.3586,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
21.6566,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
21.9545,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
22.2525,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
22.5505,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
22.8485,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
23.1465,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
23.4444,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
23.7424,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
24.0404,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
24.3384,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
24.6364,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
24.9343,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
25.2323,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
25.5303,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
25.8283,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
26.1263,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
26.4242,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
26.7222,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
27.0202,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
27.3182,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
27.6162,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
27.9141,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
28.2121,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
28.5101,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
28.8081,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
29.1061,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
29.404,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
29.702,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
30.0,1min,0,2,13.914444437669443,0.6301248741236131,0.2667649878001407,False,True,True
0.5,1min,1,21,2076.6225548589614,0.07075220670121327,4.368522527697911,True,False,False
0.798,1min,1,21,2076.6225548589614,0.07075220670121327,4.368522527697911,True,False,False
1.096,1min,1,20,1163.472338328069,0.14253661027006903,4.277613436790262,True,False,False
1.3939,1min,1,20,1163.472338328069,0.14253661027006903,4.277613436790262,True,False,False
1.6919,1min,1,19,492.30806779850104,0.198962738703322,4.186704345882614,True,False,False
1.9899,1min,1,18,234.2337811075778,0.2234608161714566,4.061482186694808,True,False,False
2.2879,1min,1,17,202.3637935177055,0.2614925136228768,3.9705730957871594,True,False,False
2.5859,1min,1,17,202.3637935177055,0.2614925136228768,3.9705730957871594,True,False,False
2.8838,1min,1,17,202.3637935177055,0.2614925136228768,3.9705730957871594,True,False,False
3.1818,1min,1,17,202.3637935177055,0.2614925136228768,3.9705730957871594,True,False,False
3.4798,1min,1,15,80.50658808196235,0.2607958145122603,3.720128777411548,True,False,False
3.7778,1min,1,15,80.50658808196235,0.2607958145122603,3.720128777411548,True,False,False
4.0758,1min,1,14,48.46694332895686,0.18347227595733057,3.499458187764202,False,False,False
4.3737,1min,1,13,31.607096347811186,0.14973255113114847,3.3221793454979123,False,False,False
4.6717,1min,1,12,24.74449214396294,0.12275245440141556,3.133919825041341,False,True,False
4.9697,1min,1,10,29.017035274762453,0.18962057562878523,2.838909597968178,False,True,False
